Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,42,0,13000.0,19102.46959273818,3227.0229360001395,80022.4672559998,1149.0,0.3557123181415072,0.0,13000,20000,26000,31000,39000,51000,80000,80000,80000,80000,80000
,Aggregated,42,0,13000.0,19102.46959273818,3227.0229360001395,80022.4672559998,1149.0,0.3557123181415072,0.0,13000,20000,26000,31000,39000,51000,80000,80000,80000,80000,80000
