Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,42,0,22000,28799.184699904756,4855.849235000051,68838.20550199994,1107.8095238095239,0.11690115431151267,0.0,24000,42000,47000,50000,54000,56000,69000,69000,69000,69000,69000
,Aggregated,42,0,22000,28799.184699904756,4855.849235000051,68838.20550199994,1107.8095238095239,0.11690115431151267,0.0,24000,42000,47000,50000,54000,56000,69000,69000,69000,69000,69000
