ts,status,size,total_ms,upstream_ms
1788182124,200,large,28743.4,28738.3
1788182132,200,large,34295.7,34284.9
1788182137,200,large,41399.8,41383.5
1788182137,200,large,40758.7,40754.8
1788182138,200,large,42139.3,42133.3
1788182138,200,large,42150.6,42140.8
1788182138,200,large,41584.7,41579.5
1788182138,200,large,41982.5,41974.5
1788182140,200,large,42200.5,42182.3
1788182142,200,large,46122.1,46106.4
1788182153,200,large,26548.6,26545.7
1788182157,200,large,60579.2,60543.6
1788182172,200,large,73969.4,73955.3
1788182177,200,large,34941.5,34934.1
1788182178,200,large,79527.4,79511.9
1788182178,200,large,81667.3,81655.4
1788182178,200,large,80909.7,80899.9
1788182178,200,large,80918.8,80911.8
1788182179,200,large,80892.3,80886.5
1788182180,200,large,82279.7,82270.1
1788182181,200,large,27247.8,27244.9
1788182181,200,large,41469.7,41454.1
1788182183,200,large,84785.5,84778.7
1788182208,200,large,26712.7,26709.6
1788182213,200,large,79278.2,79265.8
1788182217,200,large,58894.5,58884.8
1788182218,200,large,80379.5,80375.4
1788182219,200,large,120397.7,120384.6
1788182219,200,large,80190.6,80174.0
1788182219,200,large,80667.2,80655.9
1788182220,200,large,78536.1,78524.9
1788182220,200,large,82942.1,82932.7
1788182223,200,large,42416.0,42407.8
1788182224,200,large,46361.5,46358.7
1788182237,200,large,27560.6,27557.4
1788182254,200,large,80207.2,80198.9
1788182258,200,large,74356.7,74336.6
1788182259,200,large,119762.6,119751.3
1788182260,200,large,80194.2,80187.0
1788182260,200,large,80078.9,80074.6
1788182260,200,large,80487.3,80475.5
1788182261,200,large,82153.7,82140.9
1788182262,200,large,79253.4,79242.4
1788182264,200,large,43203.4,43196.7
1788182264,200,large,46166.9,46163.0
1788182265,200,large,25977.3,25973.6
