Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,46,0,61000,61594.39458493475,25977.887140999883,120398.03165900048,1910.0652173913043,0.2712953998275379,0.0,74000,80000,80000,81000,82000,85000,120000,120000,120000,120000,120000
,Aggregated,46,0,61000,61594.39458493475,25977.887140999883,120398.03165900048,1910.0652173913043,0.2712953998275379,0.0,74000,80000,80000,81000,82000,85000,120000,120000,120000,120000,120000
