ts,status,size,total_ms,upstream_ms
1788187387,200,small,4206.3,4198.4
1788187387,200,small,4731.5,4716.0
1788187387,200,small,4873.4,4862.9
1788187389,200,small,5275.7,5270.3
1788187389,200,small,5310.8,5278.7
1788187389,200,small,5440.8,5434.6
1788187389,200,small,5029.0,5007.7
1788187390,200,small,5332.8,5319.8
1788187394,200,small,4763.0,4759.1
1788187395,200,small,9564.4,9554.4
1788187395,200,small,4983.6,4979.8
1788187396,200,small,4933.8,4926.2
1788187401,200,small,6287.6,6284.9
1788187402,200,small,5236.1,5222.0
1788187405,200,medium,22983.6,22976.9
1788187407,200,medium,22728.4,22704.5
1788187409,200,medium,24857.4,24849.1
1788187411,200,small,14106.0,14101.0
1788187415,200,small,29113.3,29097.8
1788187416,200,small,9697.7,9682.4
1788187421,200,small,8566.3,8552.5
1788187422,200,large,39780.7,39774.7
1788187423,200,medium,20187.8,20176.2
1788187424,200,large,40498.0,40492.2
1788187426,200,large,41295.6,41271.6
1788187428,200,medium,42371.2,42361.5
1788187429,200,large,45143.2,45134.4
1788187430,200,small,5305.4,5286.8
1788187431,200,large,40186.9,40160.9
1788187433,200,small,24126.4,24117.3
1788187434,200,large,38169.0,38164.9
1788187436,200,small,5029.2,5008.9
1788187439,200,small,11146.6,11142.8
1788187439,200,small,4149.5,4139.9
1788187441,200,large,49924.2,49913.7
1788187443,200,medium,57353.3,57345.6
1788187443,200,large,40630.5,40624.5
1788187443,200,small,5515.4,5506.9
1788187444,200,medium,27176.7,27167.2
1788187444,200,small,14797.5,14793.4
1788187445,200,small,5108.3,5102.3
1788187447,200,small,24382.3,24372.7
1788187448,200,small,24420.9,24417.2
1788187449,200,medium,59508.5,59504.8
1788187449,200,small,7295.9,7279.5
1788187451,200,medium,62090.7,62087.0
1788187451,200,small,5382.1,5369.8
1788187454,200,medium,20828.3,20822.5
1788187455,200,small,44264.5,44250.9
1788187455,200,small,6735.3,6728.1
1788187456,200,large,67564.0,67556.3
1788187460,200,small,44221.3,44217.2
1788187460,200,small,9520.0,9510.2
1788187461,200,small,5195.4,5192.3
1788187463,200,medium,18818.8,18810.7
1788187465,200,small,14550.3,14544.8
1788187466,200,large,80281.8,80274.2
1788187466,200,medium,21319.8,21308.9
1788187469,200,small,5213.7,5197.2
1788187470,200,medium,44463.2,44457.8
1788187472,200,small,5232.6,5229.3
1788187473,200,medium,20116.0,20111.6
1788187475,200,small,25120.5,25113.5
1788187477,200,medium,46507.2,46497.5
1788187478,200,small,5037.2,5030.0
1788187480,200,small,5401.0,5374.6
1788187481,200,medium,24724.6,24714.8
1788187481,200,medium,19257.9,19241.0
1788187482,200,small,23794.0,23785.7
1788187484,200,small,5227.1,5223.6
1788187486,200,small,24406.3,24399.9
1788187486,200,large,30381.9,30375.1
1788187487,200,small,25395.9,25389.9
1788187487,200,medium,44082.4,44077.5
1788187488,200,small,5228.6,5222.6
1788187489,200,large,43863.2,43853.0
1788187491,200,large,56793.6,56777.1
1788187491,200,small,9861.7,9853.7
1788187492,200,small,14173.6,14167.1
1788187494,200,small,5289.7,5286.6
1788187495,200,small,7047.3,7039.0
1788187495,200,large,55025.6,55013.5
1788187496,200,medium,29226.5,29216.5
1788187497,200,small,50876.4,50868.7
1788187497,200,small,6090.9,6083.8
1788187498,200,small,15148.8,15141.6
1788187500,200,small,5411.1,5389.4
1788187502,200,small,25525.1,25511.9
1788187502,200,medium,21008.1,21002.1
1788187503,200,small,10022.4,10010.1
1788187503,200,small,7751.6,7743.9
1788187508,200,small,12104.2,12100.0
1788187509,200,small,5325.0,5317.6
1788187509,200,medium,41918.8,41909.8
1788187510,200,medium,39520.0,39506.3
1788187511,200,large,40289.4,40278.4
1788187513,200,small,15137.4,15127.5
1788187514,200,small,25698.5,25690.4
1788187515,200,small,17039.2,17031.1
1788187516,200,medium,64480.5,64472.6
1788187517,200,small,5259.3,5250.7
1788187519,200,small,14662.1,14652.5
1788187520,200,medium,32298.1,32288.5
1788187520,200,small,16683.2,16679.0
1788187523,200,small,13843.5,13837.9
1788187523,200,medium,20707.3,20678.7
1788187525,200,medium,26421.9,26418.4
1788187525,200,small,14090.5,14086.8
1788187527,200,large,40243.2,40238.7
1788187528,200,small,10575.7,10569.3
1788187530,200,small,26250.0,26236.6
1788187533,200,small,5290.6,5278.8
1788187533,200,small,12573.8,12568.5
1788187539,200,large,46119.1,46115.5
1788187540,200,medium,41213.1,41201.1
1788187540,200,medium,25638.9,25623.8
1788187544,200,medium,20206.1,20187.2
1788187544,200,small,12476.4,12463.8
1788187545,200,large,55894.3,55870.4
1788187549,200,medium,14827.0,14811.6
1788187549,200,large,39067.9,39056.4
1788187549,200,small,8722.6,8718.9
1788187550,200,small,28712.4,28701.0
1788187551,200,small,5221.2,5216.1
1788187554,200,medium,43441.4,43430.7
1788187555,200,large,61521.3,61518.4
1788187555,200,small,4960.0,4952.9
1788187556,200,large,38201.5,38196.6
1788187556,200,small,5024.2,5013.7
1788187557,200,small,4596.0,4590.3
1788187560,200,small,38795.5,38788.4
