Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,55,13,30000.0,55538.961972690995,6.51767999988806,300025.958057,893.9272727272727,0.1530339132351859,0.036171652219225754,30000,45000,50000,53000,194000,300000,300000,300000,300000,300000,300000
,Aggregated,55,13,30000.0,55538.961972690995,6.51767999988806,300025.958057,893.9272727272727,0.1530339132351859,0.036171652219225754,30000,45000,50000,53000,194000,300000,300000,300000,300000,300000,300000
