Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,103,36,21000.0,30373.622161271836,6.089405999773589,118042.7095099999,779.6504854368932,0.2951486029986413,0.10315873502865133,21000,40000,61000,66000,81000,88000,106000,109000,118000,118000,118000
,Aggregated,103,36,21000.0,30373.622161271836,6.089405999773589,118042.7095099999,779.6504854368932,0.2951486029986413,0.10315873502865133,21000,40000,61000,66000,81000,88000,106000,109000,118000,118000,118000
