Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,63,24,242000.0,216258.51413379365,9759.582056,300101.28021200036,694.9047619047619,0.17682209655110606,0.06736079868613565,242000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000
,Aggregated,63,24,242000.0,216258.51413379365,9759.582056,300101.28021200036,694.9047619047619,0.17682209655110606,0.06736079868613565,242000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000
