Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,66,0,56000.0,55091.66565675753,3189.003503999629,111499.54046899984,1064.409090909091,0.559581843213174,0.0,57000,72000,90000,93000,100000,108000,109000,111000,111000,111000,111000
,Aggregated,66,0,56000.0,55091.66565675753,3189.003503999629,111499.54046899984,1064.409090909091,0.559581843213174,0.0,57000,72000,90000,93000,100000,108000,109000,111000,111000,111000,111000
