Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,53,13,150000.0,168964.56253033967,11713.312947999839,300092.34530100005,863.7358490566038,0.14759337784491738,0.03620214928271559,150000,199000,272000,300000,300000,300000,300000,300000,300000,300000,300000
,Aggregated,53,13,150000.0,168964.56253033967,11713.312947999839,300092.34530100005,863.7358490566038,0.14759337784491738,0.03620214928271559,150000,199000,272000,300000,300000,300000,300000,300000,300000,300000,300000
