Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,42,8,101000.0,142381.61196073814,49847.72566999982,300037.69023300085,990.3571428571429,0.11937567380280707,0.022738223581487062,103000,121000,160000,292000,300000,300000,300000,300000,300000,300000,300000
,Aggregated,42,8,101000.0,142381.61196073814,49847.72566999982,300037.69023300085,990.3571428571429,0.11937567380280707,0.022738223581487062,103000,121000,160000,292000,300000,300000,300000,300000,300000,300000,300000
