ts,status,size,total_ms,upstream_ms
1788162302,200,small,3991.2,3983.4
1788162303,200,small,4438.7,4431.2
1788162303,200,small,4806.1,4800.9
1788162305,200,small,6444.8,6430.7
1788162305,200,small,6446.9,6439.4
1788162306,200,small,6343.3,6337.9
1788162306,200,small,4759.7,4708.5
1788162306,200,small,5091.0,5048.8
1788162307,200,small,6900.1,6888.5
1788162307,200,small,3256.0,3250.1
1788162308,200,small,4543.6,4532.6
1788162308,200,small,4804.6,4795.0
1788162310,200,small,10758.3,10724.2
1788162310,200,small,10747.0,10732.1
1788162311,200,small,11064.4,11050.8
1788162312,200,small,4573.9,4556.9
1788162312,200,small,4328.4,4315.8
1788162312,200,small,3274.0,3269.9
1788162313,200,small,11504.6,11443.4
1788162314,200,small,4124.2,4120.3
1788162315,200,small,5015.4,5011.5
1788162315,200,small,9663.3,9654.7
1788162315,200,small,15022.3,15005.5
1788162317,200,small,3280.9,3278.4
1788162317,200,small,15562.2,15471.6
1788162317,200,small,4812.2,4804.8
1788162318,200,small,4230.4,4222.1
1788162318,200,small,11290.4,11283.6
1788162320,200,small,4384.1,4376.8
1788162320,200,small,4627.0,4607.9
1788162321,200,small,14292.5,14283.8
1788162321,200,small,9665.6,9661.3
1788162321,200,small,3234.5,3231.5
1788162322,200,small,14002.9,13997.5
1788162323,200,small,4759.6,4745.8
1788162323,200,small,4368.1,4354.0
1788162324,200,small,10603.4,10598.6
1788162325,200,small,3317.1,3314.6
1788162326,200,small,4518.5,4514.1
1788162326,200,small,14205.6,14201.2
1788162326,200,small,9854.8,9844.6
1788162326,200,small,4636.5,4627.6
1788162328,200,small,13511.4,13501.2
1788162329,200,small,4228.3,4208.0
1788162329,200,small,4645.8,4635.8
1788162329,200,small,10607.8,10598.0
1788162330,200,small,3166.9,3164.4
1788162331,200,small,9393.9,9382.4
1788162331,200,small,14042.5,14031.3
1788162332,200,small,4407.4,4403.0
1788162332,200,small,4811.9,4802.1
1788162333,200,small,14116.3,14107.0
1788162334,200,small,3136.7,3134.2
1788162334,200,small,4489.7,4465.3
1788162335,200,small,4782.6,4772.3
1788162335,200,small,11018.2,11005.2
1788162336,200,small,9707.9,9702.0
1788162336,200,small,13917.6,13908.1
1788162337,200,small,4283.8,4276.4
1788162338,200,small,5033.0,5027.1
1788162338,200,small,3181.6,3179.1
1788162339,200,small,13026.4,13014.8
1788162340,200,small,4374.9,4371.6
1788162340,200,small,4206.4,4183.2
1788162340,200,small,11167.4,11158.6
1788162341,200,small,14425.9,14421.8
1788162341,200,small,9266.0,9260.2
1788162343,200,small,4303.7,4291.7
1788162343,200,small,3309.3,3306.8
1788162344,200,small,13031.7,13026.5
1788162345,200,small,4933.2,4922.0
1788162345,200,small,4011.6,3996.5
1788162346,200,small,5050.5,5028.9
1788162346,200,small,10594.1,10583.3
1788162347,200,small,9432.4,9427.1
1788162347,200,small,14291.8,14284.8
1788162348,200,small,3210.9,3207.5
1788162349,200,small,4218.8,4215.2
1788162350,200,small,4403.5,4399.2
1788162350,200,small,13452.6,13442.9
1788162351,200,small,11963.4,11946.7
1788162352,200,small,4632.7,4618.2
1788162352,200,small,9809.4,9801.3
1788162352,200,small,13962.7,13950.4
1788162352,200,small,4703.5,4685.8
1788162352,200,small,3393.9,3391.2
1788162354,200,small,4155.5,4148.8
1788162355,200,small,13495.7,13483.4
1788162356,200,small,4730.9,4722.3
1788162357,200,small,10938.7,10930.9
1788162357,200,small,9484.9,9476.3
1788162357,200,small,14995.8,14989.7
1788162357,200,small,3244.3,3241.8
1788162358,200,small,4867.4,4860.6
1788162358,200,small,5020.5,5005.5
1788162360,200,small,4615.7,4608.3
1788162361,200,small,13443.2,13423.3
1788162361,200,small,4475.2,4465.7
1788162363,200,small,10177.6,10167.8
1788162363,200,small,14744.5,14740.2
1788162363,200,small,12240.3,12229.3
1788162363,200,small,3958.9,3955.8
1788162364,200,small,4705.1,4680.4
1788162364,200,small,4489.5,4466.8
1788162366,200,small,4941.3,4931.3
1788162367,200,small,14334.6,14327.8
1788162367,200,small,4337.3,4323.7
1788162368,200,small,3315.3,3311.3
1788162368,200,small,9575.1,9571.8
1788162368,200,small,14251.9,14243.5
1788162369,200,small,11505.1,11499.9
1788162369,200,small,4407.8,4400.7
1788162371,200,small,4446.6,4440.8
1788162371,200,small,4059.7,4053.9
1788162373,200,small,3217.4,3215.0
1788162373,200,small,15549.1,15542.4
1788162373,200,small,9512.7,9489.2
1788162373,200,small,14549.9,14542.6
1788162373,200,small,4411.2,4385.0
1788162374,200,small,12284.9,12260.5
1788162375,200,small,4420.2,4396.6
1788162377,200,small,4141.0,4133.6
1788162377,200,small,3192.5,3189.7
1788162377,200,small,4565.7,4556.7
1788162378,200,small,13819.9,13812.5
1788162379,200,small,9519.5,9506.6
1788162379,200,small,14674.3,14666.3
1788162380,200,small,10780.2,10775.7
1788162380,200,small,5127.4,5114.6
1788162381,200,small,3180.6,3178.1
1788162382,200,small,4739.8,4736.4
1788162382,200,small,4707.1,4703.3
1788162383,200,small,5176.3,5169.8
1788162384,200,small,13282.3,13270.8
1788162384,200,small,9840.2,9832.8
1788162384,200,small,14694.1,14680.5
1788162385,200,small,4489.0,4482.6
1788162385,200,small,10883.4,10874.6
1788162385,200,small,3229.3,3226.6
1788162387,200,small,4728.8,4707.4
1788162388,200,small,4652.3,4643.5
1788162389,200,small,4266.1,4251.3
1788162389,200,small,9559.3,9551.6
1788162389,200,small,14212.0,14203.6
1788162389,200,small,14270.7,14264.1
1788162389,200,small,3257.2,3254.6
1788162391,200,small,10768.2,10760.7
1788162392,200,small,4669.8,4659.5
1788162392,200,small,4232.1,4228.7
1788162393,200,small,3203.7,3201.4
1788162394,200,small,4181.5,4163.8
1788162394,200,small,9372.5,9369.0
1788162394,200,small,14375.6,14372.4
1788162394,200,small,4347.8,4322.0
1788162394,200,small,13416.8,13404.6
1788162396,200,small,11667.9,11662.7
1788162398,200,small,4714.6,4703.7
1788162398,200,small,3211.6,3209.0
1788162399,200,small,4553.2,4549.2
1788162399,200,small,4479.2,4474.6
1788162400,200,small,13829.8,13822.2
