Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,47,0,61000.0,58648.586568659564,20843.429629999948,103728.86831099993,980.4042553191489,0.40232826684184325,0.0,61000,69000,74000,75000,86000,93000,104000,104000,104000,104000,104000
,Aggregated,47,0,61000.0,58648.586568659564,20843.429629999948,103728.86831099993,980.4042553191489,0.40232826684184325,0.0,61000,69000,74000,75000,86000,93000,104000,104000,104000,104000,104000
