Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,33,0,51000,70256.10056578799,16894.555613000193,162163.98821500025,1886.3636363636363,0.1937044189114734,0.0,51000,60000,99000,107000,120000,154000,162000,162000,162000,162000,162000
,Aggregated,33,0,51000,70256.10056578799,16894.555613000193,162163.98821500025,1886.3636363636363,0.1937044189114734,0.0,51000,60000,99000,107000,120000,154000,162000,162000,162000,162000,162000
