Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,86,0,29000,32916.24496305811,9247.355267999865,60474.63154699972,1296.0,0.48356862007509516,0.0,32000,40000,49000,50000,59000,60000,60000,60000,60000,60000,60000
,Aggregated,86,0,29000,32916.24496305811,9247.355267999865,60474.63154699972,1296.0,0.48356862007509516,0.0,32000,40000,49000,50000,59000,60000,60000,60000,60000,60000,60000
