ts,status,size,total_ms,upstream_ms
1788178763,200,medium,9246.9,9239.9
1788178768,200,medium,12755.3,12749.8
1788178773,200,medium,19375.6,19366.7
1788178774,200,medium,20241.1,20228.3
1788178774,200,medium,20239.8,20233.7
1788178774,200,medium,20347.0,20337.4
1788178774,200,medium,19667.9,19664.1
1788178775,200,medium,19511.0,19501.3
1788178775,200,medium,19563.0,19554.1
1788178776,200,medium,19355.6,19347.3
1788178776,200,medium,20525.6,20515.2
1788178781,200,medium,12732.2,12728.9
1788178783,200,medium,28503.5,28470.5
1788178794,200,medium,36733.9,36727.7
1788178794,200,medium,38556.5,38551.3
1788178794,200,medium,39546.3,39537.6
1788178795,200,medium,39762.8,39750.5
1788178795,200,medium,12758.0,12754.7
1788178796,200,medium,19975.2,19971.1
1788178796,200,medium,19677.4,19665.8
1788178797,200,medium,19950.3,19941.9
1788178797,200,medium,39911.2,39904.7
1788178797,200,medium,19462.6,19453.2
1788178805,200,medium,49595.2,49586.0
1788178811,200,medium,13924.8,13920.0
1788178813,200,medium,15842.1,15839.3
1788178815,200,medium,40645.0,40628.7
1788178815,200,medium,58525.2,58515.7
1788178815,200,medium,58532.1,58520.6
1788178816,200,medium,52479.6,52466.7
1788178818,200,medium,40714.6,40702.1
1788178819,200,medium,20556.2,20551.5
1788178819,200,medium,21725.1,21709.1
1788178819,200,medium,20439.5,20433.2
1788178824,200,medium,12741.7,12738.3
1788178826,200,medium,50588.3,50578.2
1788178833,200,medium,19574.9,19565.5
1788178835,200,medium,40892.0,40885.2
1788178835,200,medium,60333.4,60320.5
1788178835,200,medium,60089.2,60086.2
1788178837,200,medium,51546.1,51539.3
1788178838,200,medium,40418.4,40411.8
1788178839,200,medium,12824.2,12821.3
1788178840,200,medium,19834.2,19831.1
1788178840,200,medium,19783.3,19760.0
1788178841,200,medium,19777.7,19767.6
1788178846,200,medium,49568.0,49563.6
1788178853,200,medium,12781.5,12778.5
1788178853,200,medium,19252.1,19243.8
1788178855,200,medium,59202.1,59197.9
1788178855,200,medium,60474.1,60464.3
1788178856,200,medium,39050.4,39047.2
1788178857,200,medium,49595.1,49591.8
1788178859,200,medium,39848.9,39842.4
1788178861,200,medium,19548.6,19508.6
1788178867,200,medium,49131.4,49122.6
1788178867,200,medium,13368.4,13365.3
1788178876,200,medium,59496.2,59493.4
1788178876,200,medium,59653.6,59644.7
1788178876,200,medium,20773.2,20768.6
1788178877,200,medium,40056.4,40047.4
1788178878,200,medium,51451.1,51440.1
1788178880,200,medium,40193.5,40180.6
1788178881,200,medium,12893.8,12890.8
1788178883,200,medium,20000.5,19986.8
1788178887,200,medium,49293.9,49282.5
1788178890,200,medium,33412.8,33400.7
1788178895,200,medium,12892.9,12889.8
1788178896,200,medium,58835.1,58820.5
1788178896,200,medium,59506.0,59497.6
1788178896,200,medium,19640.1,19630.6
1788178898,200,medium,50416.8,50407.4
1788178900,200,medium,39586.5,39570.4
1788178903,200,medium,19483.3,19457.9
1788178907,200,medium,48836.4,48823.2
1788178910,200,medium,12867.6,12864.5
1788178911,200,medium,31680.4,31667.1
1788178916,200,medium,58592.3,58588.1
1788178916,200,medium,59946.9,59941.3
1788178917,200,medium,19458.2,19450.8
1788178918,200,medium,36721.6,36712.2
1788178918,200,medium,50293.0,50287.6
1788178925,200,medium,13063.7,13058.1
1788178925,200,medium,20052.4,20047.0
1788178928,200,medium,49276.4,49267.4
1788178932,200,medium,40742.9,40735.8
