1787997110 llm-proxy-exp6   Deployment/llm-proxy   cpu: <unknown>/60%   1     6     1     123m
1787997179 llm-proxy-exp6   Deployment/llm-proxy   cpu: 89%/60%   1     6     2     125m
1787997249 llm-proxy-exp6   Deployment/llm-proxy   cpu: 105%/60%   1     6     4     126m
1787997320 llm-proxy-exp6   Deployment/llm-proxy   cpu: 51%/60%   1     6     4     127m
1787997390 llm-proxy-exp6   Deployment/llm-proxy   cpu: 51%/60%   1     6     4     128m
1787997460 llm-proxy-exp6   Deployment/llm-proxy   cpu: 53%/60%   1     6     4     129m
1787997530 llm-proxy-exp6   Deployment/llm-proxy   cpu: 53%/60%   1     6     4     130m
1787997601 llm-proxy-exp6   Deployment/llm-proxy   cpu: 104%/60%   1     6     6     132m
1787997673 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     133m
1787997743 llm-proxy-exp6   Deployment/llm-proxy   cpu: 68%/60%   1     6     6     134m
1787997813 llm-proxy-exp6   Deployment/llm-proxy   cpu: 69%/60%   1     6     6     135m
1787997883 llm-proxy-exp6   Deployment/llm-proxy   cpu: 69%/60%   1     6     6     136m
1787997953 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     137m
1787998024 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     139m
1787998093 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     140m
1787998163 llm-proxy-exp6   Deployment/llm-proxy   cpu: 69%/60%   1     6     6     141m
1787998233 llm-proxy-exp6   Deployment/llm-proxy   cpu: 65%/60%   1     6     6     142m
1787998303 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     143m
1787998373 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     144m
1787998443 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     146m
1787998514 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     147m
1787998584 llm-proxy-exp6   Deployment/llm-proxy   cpu: 68%/60%   1     6     6     148m
1787998654 llm-proxy-exp6   Deployment/llm-proxy   cpu: 36%/60%   1     6     6     149m
1787998724 llm-proxy-exp6   Deployment/llm-proxy   cpu: 21%/60%   1     6     6     150m
1787998794 llm-proxy-exp6   Deployment/llm-proxy   cpu: 21%/60%   1     6     6     152m
1787998865 llm-proxy-exp6   Deployment/llm-proxy   cpu: 21%/60%   1     6     6     153m
1787998935 llm-proxy-exp6   Deployment/llm-proxy   cpu: 29%/60%   1     6     4     154m
1787999006 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     3     155m
1787999076 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     3     156m
1787999146 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     3     157m
1787999216 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     2     159m
1787999287 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     2     160m
1787999358 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     1     161m
1787999428 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     1     162m
