Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,315,28,152000,152250.77472383808,3314.6155790000194,300147.7781530002,1046.2698412698412,0.17093600266517928,0.015194311348015936,152000,194000,237000,267000,297000,300000,300000,300000,300000,300000,300000
,Aggregated,315,28,152000,152250.77472383808,3314.6155790000194,300147.7781530002,1046.2698412698412,0.17093600266517928,0.015194311348015936,152000,194000,237000,267000,297000,300000,300000,300000,300000,300000,300000
