ts,status,size,total_ms,upstream_ms
1788181268,200,large,38443.0,38434.8
1788181270,200,large,39312.7,39303.2
1788181277,200,large,47602.7,47586.5
1788181277,200,large,47601.8,47594.0
1788181277,200,large,48378.5,48368.9
1788181282,200,large,52416.8,52412.6
1788181285,200,large,56148.0,56141.1
1788181289,200,large,58778.9,58772.8
1788181295,200,large,65731.3,65721.8
1788181298,200,large,29235.3,29232.0
1788181300,200,large,69843.9,69828.3
1788181300,200,large,28745.1,28741.8
1788181315,200,large,85439.9,85408.0
1788181327,200,large,27782.0,27779.0
1788181327,200,large,95800.5,95787.9
1788181328,200,large,50799.5,50793.8
1788181329,200,large,27727.2,27723.6
1788181333,200,large,101798.3,101789.9
1788181333,200,large,54408.1,54403.7
1788181336,200,large,105094.4,105083.8
1788181345,200,large,114097.2,114089.8
1788181349,200,large,116753.9,116741.8
1788181354,200,large,26073.9,26070.8
1788181357,200,large,26697.4,26694.4
1788181358,200,large,126412.5,126404.0
1788181372,200,large,93973.6,93964.1
1788181373,200,large,89790.1,89780.0
1788181373,200,large,45328.7,45319.1
1788181374,200,large,40563.7,40555.9
1788181377,200,large,91152.1,91140.6
1788181383,200,large,27492.9,27484.8
1788181390,200,large,157953.0,157935.8
1788181390,200,large,158327.5,158311.4
1788181391,200,large,33068.9,33065.8
1788181394,200,large,21087.8,21080.2
1788181399,200,large,108739.5,108728.3
