Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,125,0,21000,24280.812689063976,4379.682695000156,83746.86895100058,1111.912,0.698620719640397,0.0,21000,26000,36000,40000,47000,61000,80000,81000,84000,84000,84000
,Aggregated,125,0,21000,24280.812689063976,4379.682695000156,83746.86895100058,1111.912,0.698620719640397,0.0,21000,26000,36000,40000,47000,61000,80000,81000,84000,84000,84000
