ts,status,size,total_ms,upstream_ms
1788186234,200,small,8437.5,8422.0
1788186235,200,small,8511.1,8474.7
1788186235,200,small,8487.6,8482.8
1788186236,200,small,9071.1,9061.7
1788186238,200,small,12632.1,12622.8
1788186239,200,small,10736.9,10722.3
1788186241,200,small,13603.7,13563.3
1788186244,200,small,16123.9,16115.8
1788186244,200,small,8771.4,8759.5
1788186250,200,small,9861.7,9854.4
1788186252,200,medium,25984.0,25969.6
1788186252,200,medium,25158.4,25151.0
1788186253,200,medium,26103.3,26096.1
1788186253,200,medium,24441.5,24431.0
1788186261,200,small,7305.7,7275.5
1788186268,200,medium,39954.6,39949.2
1788186268,200,small,6217.2,6189.7
1788186271,200,medium,25693.2,25682.9
1788186274,200,large,48064.1,48046.5
1788186274,200,small,36581.0,36566.6
1788186276,200,small,24666.2,24661.8
1788186276,200,medium,23144.6,23141.3
1788186277,200,large,51352.4,51342.5
1788186280,200,small,36732.6,36727.5
1788186281,200,medium,11134.8,11125.9
1788186282,200,small,6507.3,6483.1
1788186282,200,small,4503.7,4499.7
1788186284,200,large,55340.0,55331.1
1788186288,200,small,5348.2,5344.9
1788186288,200,small,5342.7,5336.6
1788186289,200,large,60487.1,60472.7
1788186290,200,large,60805.3,60788.8
1788186290,200,large,62316.3,62301.4
1788186291,200,small,11498.5,11494.1
1788186296,200,large,66838.0,66821.2
1788186297,200,small,10508.1,10501.6
1788186297,200,small,59963.2,59954.2
1788186302,200,small,10179.5,10176.6
1788186303,200,small,57537.8,57525.1
1788186303,200,medium,48647.8,48643.9
1788186307,200,large,52066.6,52062.3
1788186308,200,small,17083.1,17076.5
1788186308,200,small,32314.2,32301.8
1788186311,200,medium,42394.7,42384.2
1788186313,200,small,16366.0,16353.3
1788186314,200,small,6202.5,6190.1
1788186318,200,small,20562.6,20555.8
1788186318,200,medium,81406.4,81402.1
1788186319,200,medium,37687.8,37683.1
1788186322,200,small,5928.8,5919.9
1788186323,200,large,82277.2,82264.9
1788186328,200,small,24946.2,24934.5
1788186328,200,small,5256.6,5252.0
1788186329,200,large,55589.6,55585.3
1788186332,200,medium,40300.1,40292.7
1788186333,200,large,55919.1,55914.3
1788186333,200,small,8658.8,8647.6
1788186334,200,large,45251.8,45248.3
1788186334,200,large,44371.1,44362.0
1788186335,200,large,51414.9,51399.0
1788186340,200,medium,35289.0,35275.3
1788186341,200,small,5298.1,5290.9
1788186341,200,medium,31345.7,31335.4
1788186341,200,medium,37597.9,37581.8
1788186342,200,small,5293.7,5277.3
1788186345,200,large,46988.5,46981.8
1788186346,200,small,33691.0,33678.6
1788186346,200,small,26704.4,26700.6
1788186348,200,small,5269.4,5265.1
1788186350,200,small,15186.8,15178.8
1788186353,200,medium,22543.0,22526.4
1788186354,200,medium,24652.5,24641.3
1788186354,200,small,5165.0,5145.6
1788186355,200,medium,34793.7,34784.3
1788186357,200,medium,28624.8,28616.8
1788186358,200,small,24155.6,24143.4
1788186363,200,medium,49021.5,49017.2
1788186369,200,small,26803.4,26787.3
1788186369,200,large,77394.7,77384.8
1788186370,200,medium,49890.8,49885.1
1788186374,200,large,39359.2,39354.8
1788186374,200,small,14974.9,14965.8
1788186376,200,large,66221.8,66214.2
1788186376,200,medium,22062.2,22050.1
1788186376,200,medium,20799.4,20791.8
1788186379,200,medium,26775.9,26762.8
1788186379,200,medium,25139.1,25135.2
1788186381,200,small,10303.6,10300.3
1788186384,200,small,5333.8,5322.4
1788186384,200,small,25439.3,25428.9
1788186384,200,small,9086.2,9076.2
1788186387,200,small,5389.0,5381.2
1788186389,200,small,9021.5,9012.8
1788186390,200,large,46415.2,46393.2
1788186390,200,small,5356.6,5349.3
1788186390,200,medium,42280.8,42277.5
1788186390,200,medium,47438.3,47434.6
1788186390,200,small,7870.1,7859.1
1788186394,200,large,47873.9,47866.0
1788186394,200,medium,18618.6,18606.5
1788186395,200,small,4579.4,4567.6
1788186396,200,medium,54523.9,54517.6
1788186399,200,large,65869.3,65865.4
1788186401,200,small,5806.4,5803.3
1788186402,200,small,5866.1,5861.4
1788186404,200,small,47920.3,47913.2
