Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,40,0,79000,67960.38833207505,25205.537310999716,121878.62813599987,1849.65,0.23003401923100228,0.0,79000,81000,82000,92000,121000,121000,122000,122000,122000,122000,122000
,Aggregated,40,0,79000,67960.38833207505,25205.537310999716,121878.62813599987,1849.65,0.23003401923100228,0.0,79000,81000,82000,92000,121000,121000,122000,122000,122000,122000,122000
