ts,status,size,total_ms,upstream_ms
1788183432,200,large,39832.4,39823.8
1788183433,200,large,40570.8,40557.7
1788183433,200,large,41035.1,41028.8
1788183433,200,large,41044.3,41038.7
1788183433,200,large,40067.5,40062.3
1788183433,200,large,41286.3,41276.3
1788183434,200,large,40340.3,40335.0
1788183434,200,large,41279.6,41264.6
1788183435,200,large,40189.2,40180.5
1788183436,200,large,41863.4,41843.0
1788183439,200,large,45790.7,45784.6
1788183441,200,large,46554.4,46542.9
1788183449,200,large,13971.0,13959.7
1788183456,200,large,20922.7,20914.6
1788183472,200,large,78105.0,78096.8
1788183473,200,large,79132.3,79120.4
1788183474,200,large,79611.7,79606.5
1788183474,200,large,80625.7,80593.6
1788183474,200,large,41300.7,41279.8
1788183474,200,large,39551.8,39546.3
1788183477,200,large,39565.7,39545.8
1788183478,200,large,40010.8,39986.9
1788183480,200,large,84701.7,84694.1
1788183482,200,large,87081.4,87073.4
1788183487,200,large,91567.0,91550.8
1788183490,200,large,54185.3,54181.3
1788183497,200,large,40083.5,40074.4
1788183503,200,large,29268.1,29262.3
1788183513,200,large,78140.2,78134.1
1788183515,200,large,65670.2,65660.7
1788183515,200,large,119902.2,119895.2
1788183516,200,large,40706.3,40695.7
1788183519,200,large,40814.6,40797.9
1788183520,200,large,40551.7,40547.2
1788183523,200,large,82851.7,82848.8
1788183525,200,large,82329.5,82325.2
1788183528,200,large,93133.6,93116.9
1788183531,200,large,56709.8,56701.4
1788183539,200,large,40253.8,40244.3
1788183544,200,large,68125.8,68122.1
1788183552,200,large,77288.5,77281.3
1788183553,200,large,48942.8,48934.8
1788183556,200,large,121663.4,121657.7
1788183557,200,large,65457.7,65448.8
1788183560,200,large,41745.3,41737.1
1788183560,200,large,39950.8,39946.3
1788183562,200,large,41556.2,41550.2
1788183565,200,large,84832.0,84818.5
1788183567,200,large,83326.9,83312.9
