1787471934 llm-proxy-857bf6d79d-79btg   256m    2037Mi   
1787471934 llm-proxy-857bf6d79d-fhbgs   4m      205Mi    
1787471934 llm-proxy-857bf6d79d-ncklk   1911m   1029Mi   
1787472006 llm-proxy-857bf6d79d-79btg   295m    2024Mi   
1787472006 llm-proxy-857bf6d79d-fhbgs   1908m   719Mi    
1787472006 llm-proxy-857bf6d79d-ncklk   1921m   1165Mi   
1787472077 llm-proxy-857bf6d79d-79btg   290m    2039Mi   
1787472077 llm-proxy-857bf6d79d-fhbgs   1656m   941Mi    
1787472077 llm-proxy-857bf6d79d-n29qk   4m      205Mi    
1787472077 llm-proxy-857bf6d79d-ncklk   1902m   1383Mi   
