Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,96,0,34000,31583.494062468762,9776.335692999965,55422.5904570003,1280.9375,0.5406914616585033,0.0,34000,39000,40000,40000,47000,53000,55000,55000,55000,55000,55000
,Aggregated,96,0,34000,31583.494062468762,9776.335692999965,55422.5904570003,1280.9375,0.5406914616585033,0.0,34000,39000,40000,40000,47000,53000,55000,55000,55000,55000,55000
