Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,617,5,71000,80042.84655331293,3252.6078460000463,300211.6874110002,1167.2868719611022,0.33654347960571773,0.002727256722898847,71000,101000,120000,128000,160000,183000,203000,224000,300000,300000,300000
,Aggregated,617,5,71000,80042.84655331293,3252.6078460000463,300211.6874110002,1167.2868719611022,0.33654347960571773,0.002727256722898847,71000,101000,120000,128000,160000,183000,203000,224000,300000,300000,300000
