1787961743 llm-proxy-exp6   Deployment/llm-proxy   cpu: <unknown>/60%   1     6     1     84m
1787961811 llm-proxy-exp6   Deployment/llm-proxy   cpu: 83%/60%   1     6     2     85m
1787961882 llm-proxy-exp6   Deployment/llm-proxy   cpu: 100%/60%   1     6     4     86m
1787961952 llm-proxy-exp6   Deployment/llm-proxy   cpu: 51%/60%   1     6     4     87m
1787962023 llm-proxy-exp6   Deployment/llm-proxy   cpu: 52%/60%   1     6     4     89m
1787962093 llm-proxy-exp6   Deployment/llm-proxy   cpu: 51%/60%   1     6     4     90m
1787962164 llm-proxy-exp6   Deployment/llm-proxy   cpu: 49%/60%   1     6     4     91m
1787962236 llm-proxy-exp6   Deployment/llm-proxy   cpu: 103%/60%   1     6     6     92m
1787962307 llm-proxy-exp6   Deployment/llm-proxy   cpu: 68%/60%   1     6     6     93m
1787962379 llm-proxy-exp6   Deployment/llm-proxy   cpu: 69%/60%   1     6     6     95m
1787962450 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     96m
1787962522 llm-proxy-exp6   Deployment/llm-proxy   cpu: 62%/60%   1     6     6     97m
1787962594 llm-proxy-exp6   Deployment/llm-proxy   cpu: 62%/60%   1     6     6     98m
1787962665 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     99m
1787962736 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     100m
1787962807 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     102m
1787962878 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     103m
1787962950 llm-proxy-exp6   Deployment/llm-proxy   cpu: 65%/60%   1     6     6     104m
1787963021 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     105m
1787963093 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     106m
1787963163 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     108m
1787963234 llm-proxy-exp6   Deployment/llm-proxy   cpu: 53%/60%   1     6     6     109m
1787963304 llm-proxy-exp6   Deployment/llm-proxy   cpu: 46%/60%   1     6     6     110m
1787963374 llm-proxy-exp6   Deployment/llm-proxy   cpu: 48%/60%   1     6     6     111m
1787963445 llm-proxy-exp6   Deployment/llm-proxy   cpu: 35%/60%   1     6     6     112m
1787963515 llm-proxy-exp6   Deployment/llm-proxy   cpu: 37%/60%   1     6     6     113m
1787963585 llm-proxy-exp6   Deployment/llm-proxy   cpu: 36%/60%   1     6     6     115m
1787963655 llm-proxy-exp6   Deployment/llm-proxy   cpu: 2%/60%   1     6     6     116m
1787963726 llm-proxy-exp6   Deployment/llm-proxy   cpu: 3%/60%   1     6     4     117m
1787963796 llm-proxy-exp6   Deployment/llm-proxy   cpu: 3%/60%   1     6     4     118m
1787963866 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     4     119m
1787963937 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     2     120m
1787964007 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     1     122m
1787964078 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     1     123m
