Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,110,0,26000,27371.588580581792,3244.918062000579,113345.3322610003,1141.4818181818182,0.61465315017116,0.0,26000,33000,37000,45000,56000,72000,82000,91000,113000,113000,113000
,Aggregated,110,0,26000,27371.588580581792,3244.918062000579,113345.3322610003,1141.4818181818182,0.61465315017116,0.0,26000,33000,37000,45000,56000,72000,82000,91000,113000,113000,113000
