Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,55,0,20000,21216.06230372728,3289.9542780000957,63209.72835200018,1101.2363636363636,0.15694991959752028,0.0,20000,26000,32000,34000,40000,52000,55000,63000,63000,63000,63000
,Aggregated,55,0,20000,21216.06230372728,3289.9542780000957,63209.72835200018,1101.2363636363636,0.15694991959752028,0.0,20000,26000,32000,34000,40000,52000,55000,63000,63000,63000,63000
