ts,status,size,total_ms,upstream_ms
1788184709,200,small,9072.5,9059.5
1788184709,200,small,8552.4,8542.6
1788184709,200,small,8558.7,8551.5
1788184711,200,small,8999.3,8993.8
1788184712,200,small,10019.0,9999.4
1788184715,200,small,12847.9,12838.0
1788184715,200,small,11852.7,11835.9
1788184716,200,small,13165.4,13156.5
1788184717,200,small,17613.5,17605.2
1788184718,200,small,15068.8,15057.7
1788184721,200,small,9098.9,9091.5
1788184722,200,small,11331.5,11328.0
1788184723,200,small,10375.5,10369.4
1788184724,200,medium,24203.9,24166.8
1788184724,200,medium,22377.4,22368.4
1788184727,200,small,11385.9,11378.2
1788184728,200,medium,26366.3,26357.0
1788184732,200,small,7036.0,7014.9
1788184734,200,medium,33984.8,33968.6
1788184740,200,small,5953.0,5944.5
1788184740,200,small,36945.4,36931.2
1788184745,200,medium,25455.6,25449.7
1788184747,200,small,5737.7,5715.6
1788184747,200,medium,21621.6,21618.6
1788184749,200,medium,33141.8,33132.9
1788184751,200,medium,28992.6,28987.1
1788184751,200,large,50030.2,50024.3
1788184754,200,small,31448.7,31439.7
1788184755,200,small,7635.6,7632.3
1788184755,200,small,7559.5,7552.5
1788184756,200,small,26276.0,26270.2
1788184757,200,large,57002.2,56994.8
1788184760,200,large,49657.3,49652.3
1788184760,200,small,32205.1,32196.3
1788184762,200,small,10664.1,10656.3
1788184763,200,small,6205.5,6189.0
1788184763,200,large,60719.8,60708.4
1788184764,200,large,63153.3,63131.1
1788184765,200,large,64304.1,64267.1
1788184767,200,large,49871.8,49862.2
1788184768,200,small,18426.8,18417.9
1788184769,200,small,5253.0,5226.4
1788184770,200,small,35600.2,35588.8
1788184772,200,medium,26252.0,26239.2
1788184772,200,small,8162.8,8159.0
1788184773,200,small,12425.1,12410.8
1788184775,200,small,34137.6,34132.4
1788184777,200,medium,21166.4,21163.3
1788184778,200,small,10175.3,10161.8
1788184779,200,small,27031.3,27027.8
1788184781,200,small,16444.5,16433.1
1788184783,200,small,9964.7,9950.6
1788184784,200,medium,25909.3,25895.7
1788184786,200,small,20854.4,20847.9
1788184789,200,large,65189.9,65182.7
1788184791,200,small,19989.0,19977.8
1788184792,200,medium,21119.7,21097.3
1788184793,200,small,13673.0,13668.4
1788184795,200,medium,33484.0,33477.6
1788184797,200,medium,19363.3,19359.6
1788184798,200,small,4450.6,4446.9
1788184800,200,small,31129.0,31113.6
1788184801,200,large,82161.9,82158.0
1788184808,200,large,50307.8,50297.2
1788184808,200,small,42010.1,41991.9
1788184809,200,large,53758.5,53753.5
1788184809,200,small,34784.0,34776.8
1788184809,200,medium,35749.7,35745.2
1788184811,200,large,100928.2,100920.3
1788184813,200,small,11449.3,11434.0
1788184814,200,small,13153.6,13142.2
1788184818,200,medium,41150.1,41139.6
1788184820,200,medium,34129.2,34126.2
1788184821,200,medium,22178.8,22175.0
1788184825,200,small,30863.1,30849.2
1788184828,200,small,5288.7,5281.5
1788184830,200,small,9405.3,9401.6
1788184832,200,medium,22045.1,22041.9
1788184833,200,medium,50882.7,50874.5
1788184833,200,small,5264.8,5260.8
1788184838,200,medium,51433.6,51424.1
1788184840,200,large,60341.8,60334.1
1788184840,200,small,5401.6,5396.0
1788184840,200,large,55623.3,55615.4
1788184842,200,large,41232.8,41222.9
1788184844,200,small,32227.6,32218.4
1788184846,200,large,19356.7,19352.3
1788184847,200,small,5056.9,5052.7
1788184848,200,small,4895.5,4885.9
1788184851,200,large,60463.5,60454.0
1788184851,200,small,10126.2,10112.6
1788184853,200,medium,38555.4,38543.6
1788184854,200,small,4983.0,4980.0
1788184854,200,medium,34886.8,34879.1
1788184854,200,large,57671.8,57657.8
1788184856,200,large,46038.6,46035.7
1788184856,200,small,14207.3,14203.1
1788184856,200,small,9384.2,9377.5
1788184859,200,small,25675.7,25664.5
1788184859,200,small,24790.3,24783.1
1788184860,200,large,50029.2,50016.6
1788184861,200,medium,11158.4,11149.3
1788184863,200,medium,51634.0,51623.1
1788184865,200,small,7220.0,7213.5
1788184866,200,small,51187.8,51181.5
1788184868,200,small,5732.8,5717.3
1788184868,200,small,10081.7,10078.6
1788184877,200,medium,22555.7,22549.9
1788184877,200,medium,66347.1,66335.3
1788184877,200,large,84376.4,84372.2
1788184879,200,medium,27386.3,27383.2
1788184879,200,medium,26440.7,26432.4
