Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,112,0,22000,27578.566108071365,4451.072230000136,100929.0260960006,1126.5892857142858,0.6241154128278869,0.0,23000,32000,39000,50000,57000,64000,82000,84000,101000,101000,101000
,Aggregated,112,0,22000,27578.566108071365,4451.072230000136,100929.0260960006,1126.5892857142858,0.6241154128278869,0.0,23000,32000,39000,50000,57000,64000,82000,84000,101000,101000,101000
