Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,30,0,14000.0,20678.09243406672,4186.077468999883,56608.11194800044,1095.4666666666667,0.2608554101415198,0.0,15000,24000,29000,39000,51000,53000,57000,57000,57000,57000,57000
,Aggregated,30,0,14000.0,20678.09243406672,4186.077468999883,56608.11194800044,1095.4666666666667,0.2608554101415198,0.0,15000,24000,29000,39000,51000,53000,57000,57000,57000,57000,57000
