ts,status,size,total_ms,upstream_ms
1788179409,200,medium,15436.3,15427.1
1788179420,200,medium,25820.9,25814.0
1788179420,200,medium,25906.1,25892.7
1788179420,200,medium,26307.8,26295.9
1788179420,200,medium,24335.2,24320.9
1788179420,200,medium,26388.2,26380.2
1788179421,200,medium,26570.0,26544.7
1788179422,200,medium,26754.6,26747.2
1788179422,200,medium,26900.6,26891.7
1788179423,200,medium,26462.8,26454.5
1788179423,200,medium,26561.3,26553.0
1788179424,200,medium,13698.0,13694.9
1788179438,200,medium,12584.4,12581.1
1788179441,200,medium,43712.1,43697.5
1788179442,200,medium,45744.0,45734.7
1788179442,200,medium,46853.9,46818.2
1788179442,200,medium,21305.7,21297.0
1788179442,200,medium,45105.5,45099.2
1788179442,200,medium,47161.7,47146.0
1788179443,200,medium,47260.9,47245.3
1788179443,200,medium,47378.7,47369.7
1788179445,200,medium,21300.2,21295.9
1788179446,200,medium,20286.4,20275.3
1788179452,200,medium,12764.5,12761.4
1788179461,200,medium,39922.7,39914.9
1788179462,200,medium,40814.2,40798.6
1788179463,200,medium,40250.1,40239.9
1788179463,200,medium,20784.1,20776.0
1788179464,200,medium,41504.2,41490.8
1788179464,200,medium,42982.6,42979.2
1788179464,200,medium,67363.4,67349.8
1788179464,200,medium,68373.4,68362.6
1788179465,200,medium,12757.9,12754.8
1788179468,200,medium,21836.5,21833.0
1788179468,200,medium,21738.4,21727.9
1788179479,200,medium,35844.6,35839.1
1788179479,200,medium,12702.7,12699.6
1788179481,200,medium,19599.5,19594.5
1788179481,200,medium,38421.7,38399.6
1788179483,200,medium,39176.6,39172.9
1788179483,200,medium,39471.5,39465.0
1788179484,200,medium,62211.6,62202.6
1788179484,200,medium,61848.7,61845.4
1788179485,200,medium,40741.9,40728.8
1788179490,200,medium,20482.0,20479.0
1788179490,200,medium,20458.0,20450.4
1788179493,200,medium,12600.7,12597.8
1788179494,200,medium,29954.1,29943.8
1788179499,200,medium,34751.8,34743.1
1788179502,200,medium,37542.1,37536.4
1788179503,200,medium,38996.2,38987.9
1788179505,200,medium,60123.4,60114.6
1788179505,200,medium,61349.8,61341.0
1788179505,200,medium,22741.3,22736.9
1788179506,200,medium,40640.3,40636.1
1788179506,200,medium,12565.8,12561.5
1788179512,200,medium,20401.6,20397.9
1788179512,200,medium,20401.0,20398.1
1788179514,200,medium,30019.1,30007.6
1788179520,200,medium,12825.4,12822.5
1788179520,200,medium,40803.5,40789.7
1788179524,200,medium,38924.8,38919.4
1788179524,200,medium,40699.2,40691.2
1788179526,200,medium,60153.5,60142.2
1788179526,200,medium,60475.8,60468.6
1788179526,200,medium,23695.6,23683.8
1788179527,200,medium,41113.7,41110.5
1788179534,200,medium,21133.1,21129.4
1788179534,200,medium,21035.2,21023.1
1788179534,200,medium,12659.2,12655.8
1788179535,200,medium,39630.6,39623.7
1788179542,200,medium,40584.3,40574.1
1788179544,200,medium,39805.8,39798.2
1788179545,200,medium,38197.8,38190.3
1788179546,200,medium,60575.9,60566.5
1788179546,200,medium,59795.7,59785.5
1788179547,200,medium,20536.0,20531.9
1788179547,200,medium,40666.2,40656.4
1788179548,200,medium,12754.5,12751.5
1788179555,200,medium,20316.4,20312.3
1788179555,200,medium,39164.1,39160.0
1788179555,200,medium,20231.8,20223.0
1788179558,200,medium,9445.9,9442.3
1788179562,200,medium,40110.9,40105.7
1788179564,200,medium,39217.3,39207.7
1788179565,200,medium,38068.0,38065.0
1788179566,200,medium,60202.0,60197.5
1788179566,200,medium,60766.6,60757.7
1788179567,200,medium,21124.2,21120.2
1788179568,200,medium,39442.6,39434.6
1788179573,200,medium,14049.9,14046.8
