Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,82,0,32000,36837.55382921969,3238.855412000703,99313.34703100038,1234.1951219512196,0.45832117207230677,0.0,32000,45000,50000,59000,68000,74000,87000,99000,99000,99000,99000
,Aggregated,82,0,32000,36837.55382921969,3238.855412000703,99313.34703100038,1234.1951219512196,0.45832117207230677,0.0,32000,45000,50000,59000,68000,74000,87000,99000,99000,99000,99000
