1787506020 llm-proxy   Deployment/llm-proxy   cpu: 10%/60%   1     2     1     3h42m
1787506085 llm-proxy   Deployment/llm-proxy   cpu: 10%/60%   1     2     1     3h43m
1787506151 llm-proxy   Deployment/llm-proxy   cpu: 106%/60%   1     2     2     3h44m
