Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,27,0,13000.0,16738.966403444563,3159.1736970003694,52956.0478759995,1222.8148148148148,0.23714623478670885,0.0,13000,22000,26000,26000,32000,52000,53000,53000,53000,53000,53000
,Aggregated,27,0,13000.0,16738.966403444563,3159.1736970003694,52956.0478759995,1222.8148148148148,0.23714623478670885,0.0,13000,22000,26000,26000,32000,52000,53000,53000,53000,53000,53000
