Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,529,6,74000,89136.13410517763,3958.8206360003824,300076.8432370005,1137.1361058601135,0.2917523352858325,0.003309100211181465,74000,99000,121000,141000,169000,189000,210000,235000,300000,300000,300000
,Aggregated,529,6,74000,89136.13410517763,3958.8206360003824,300076.8432370005,1137.1361058601135,0.2917523352858325,0.003309100211181465,74000,99000,121000,141000,169000,189000,210000,235000,300000,300000,300000
