Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,38,11,45000.0,44968.55539355261,4.520794000200112,100679.90612299945,875.921052631579,0.3214724217319534,0.09305780629082862,49000,57000,63000,78000,95000,100000,101000,101000,101000,101000,101000
,Aggregated,38,11,45000.0,44968.55539355261,4.520794000200112,100679.90612299945,875.921052631579,0.3214724217319534,0.09305780629082862,49000,57000,63000,78000,95000,100000,101000,101000,101000,101000,101000
