Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,85,15,27000.0,28053.942019776518,6.620473999646492,101825.83095400059,876.1411764705882,0.7144253982130435,0.12607507027289003,27000,38000,42000,45000,53000,62000,79000,102000,102000,102000,102000
,Aggregated,85,15,27000.0,28053.942019776518,6.620473999646492,101825.83095400059,876.1411764705882,0.7144253982130435,0.12607507027289003,27000,38000,42000,45000,53000,62000,79000,102000,102000,102000,102000
