ts,status,size,total_ms,upstream_ms
1788185863,200,small,3598.2,3587.7
1788185865,200,small,4726.7,4718.7
1788185865,200,small,5243.6,5227.1
1788185865,200,small,5356.2,5342.3
1788185866,200,small,5410.4,5403.1
1788185870,200,small,9051.1,9041.0
1788185870,200,small,8534.4,8524.9
1788185875,200,small,13284.5,13271.4
1788185876,200,small,9369.9,9362.0
1788185876,200,medium,10191.0,10170.1
1788185880,200,small,18460.6,18447.9
1788185882,200,medium,21281.2,21246.9
1788185885,200,medium,21803.3,21791.2
1788185886,200,small,20110.2,20099.8
1788185892,200,small,5215.7,5210.5
1788185898,200,medium,20931.1,20928.0
1788185899,200,medium,27578.5,27572.7
1788185903,200,medium,41728.1,41721.8
1788185903,200,large,41737.4,41730.1
1788185904,200,large,44020.5,44013.0
1788185904,200,small,26838.9,26828.3
1788185904,200,large,41420.8,41414.9
1788185905,200,large,41661.2,41651.0
1788185906,200,large,43314.5,43302.1
1788185906,200,medium,38709.5,38698.2
1788185907,200,large,43970.6,43958.4
1788185908,200,small,46003.7,45991.2
1788185908,200,large,46325.6,46316.3
1788185911,200,small,5308.4,5302.4
1788185911,200,small,5273.6,5256.5
1788185911,200,small,45909.2,45894.4
1788185912,200,small,5202.7,5192.2
1788185912,200,small,41040.2,41032.3
1788185912,200,large,29072.7,29060.3
1788185913,200,medium,20058.2,20053.5
1788185917,200,small,40036.6,40025.5
1788185917,200,small,4814.1,4808.1
1788185917,200,medium,18273.3,18251.3
1788185918,200,small,4725.9,4716.5
1788185922,200,small,34602.9,34597.6
1788185924,200,small,5708.6,5703.1
1788185925,200,small,5763.2,5755.0
1788185928,200,medium,20486.1,20476.0
1788185931,200,medium,25200.0,25191.1
1788185932,200,medium,23756.8,23751.9
1788185933,200,medium,28788.0,28784.8
1788185933,200,small,20209.7,20204.4
1788185936,200,small,24990.5,24986.1
1788185939,200,medium,21360.3,21344.0
1788185946,200,large,45333.2,45321.3
1788185951,200,small,12794.2,12788.6
1788185952,200,medium,22808.4,22793.5
1788185955,200,medium,21121.5,21111.2
1788185955,200,large,41192.2,41183.7
1788185956,200,small,9717.0,9710.9
1788185956,200,large,75189.3,75156.0
1788185958,200,small,22770.1,22761.3
1788185959,200,large,54946.8,54943.7
1788185960,200,medium,19894.5,19873.1
1788185960,200,small,6137.9,6128.4
1788185961,200,small,51682.0,51679.1
1788185963,200,large,54937.9,54927.5
1788185964,200,small,50115.7,50106.4
1788185967,200,small,53310.4,53299.6
1788185969,200,small,35060.3,35055.7
1788185970,200,small,51878.0,51869.1
1788185970,200,large,45118.9,45115.9
1788185971,200,large,45159.6,45147.7
1788185975,200,small,17090.6,17084.1
1788185977,200,medium,19587.5,19578.2
1788185978,200,medium,25981.4,25969.1
1788185978,200,medium,22041.8,22037.6
1788185980,200,large,47041.5,47034.5
1788185980,200,medium,20756.3,20745.9
1788185983,200,small,21283.1,21277.5
1788185983,200,small,25672.9,25661.8
1788185984,200,large,75139.1,75125.3
1788185985,200,small,6715.7,6706.8
1788185985,200,small,5655.2,5650.3
1788185989,200,small,7049.7,7037.3
1788185989,200,medium,17219.7,17216.1
1788185990,200,small,5577.1,5569.7
1788185994,200,small,7240.6,7231.8
1788185995,200,medium,14190.3,14177.0
1788185995,200,medium,32764.0,32753.4
1788185996,200,medium,31378.8,31369.4
1788185996,200,small,5219.0,5211.2
1788185997,200,small,9979.5,9974.6
1788185999,200,small,8707.7,8700.7
1788186001,200,small,36698.0,36693.6
1788186002,200,small,10063.1,10055.7
1788186004,200,large,42494.9,42471.4
1788186005,200,small,9184.1,9177.8
1788186006,200,small,10291.9,10282.1
1788186007,200,small,38342.9,38337.9
1788186008,200,medium,23451.6,23439.8
1788186011,200,large,87980.0,87971.2
1788186011,200,small,10935.3,10927.2
1788186012,200,large,52431.5,52417.3
1788186012,200,small,40725.9,40718.2
1788186014,200,large,41648.2,41639.3
1788186017,200,small,20595.5,20586.3
1788186018,200,medium,48013.4,48003.9
1788186020,200,large,42513.1,42503.9
1788186021,200,small,5308.4,5299.1
1788186022,200,medium,16346.3,16337.2
1788186024,200,small,26897.8,26889.1
1788186025,200,medium,21877.0,21865.0
1788186027,200,small,4998.1,4994.9
1788186028,200,small,4912.6,4902.2
1788186029,200,medium,22274.2,22270.1
1788186030,200,small,24871.4,24858.3
1788186031,200,medium,54632.4,54619.8
1788186033,200,medium,48167.4,48158.9
1788186033,200,medium,23128.5,23119.5
1788186033,200,large,35507.5,35484.8
1788186038,200,medium,35366.9,35363.7
1788186038,200,small,7359.2,7350.2
1788186039,200,large,42597.7,42589.4
