Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,118,0,22000,26178.040980016936,3598.8622969998687,87980.58735000086,1145.9745762711864,0.6615961242954123,0.0,22000,35000,41000,43000,48000,55000,75000,75000,88000,88000,88000
,Aggregated,118,0,22000,26178.040980016936,3598.8622969998687,87980.58735000086,1145.9745762711864,0.6615961242954123,0.0,22000,35000,41000,43000,48000,55000,75000,75000,88000,88000,88000
