Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,749,0,48000,65591.5251240548,3214.9376870002015,207507.64110699855,1172.3217623497997,0.40577791996860874,0.0,48000,81000,109000,125000,158000,176000,191000,197000,208000,208000,208000
,Aggregated,749,0,48000,65591.5251240548,3214.9376870002015,207507.64110699855,1172.3217623497997,0.40577791996860874,0.0,48000,81000,109000,125000,158000,176000,191000,197000,208000,208000,208000
