ts,status,size,total_ms,upstream_ms
1788161486,200,small,4193.6,4171.4
1788161487,200,small,5181.1,5173.3
1788161487,200,small,5187.9,5179.9
1788161487,200,small,5226.2,5220.8
1788161487,200,small,5233.3,5228.4
1788161488,200,small,5114.1,5107.6
1788161488,200,small,5142.5,5117.2
1788161488,200,small,5240.1,5235.0
1788161488,200,small,5249.1,5241.5
1788161489,200,small,5236.8,5220.9
1788161489,200,small,5632.8,5619.9
1788161490,200,small,5302.4,5296.1
1788161491,200,small,7063.2,7056.4
1788161492,200,small,8367.1,8354.9
1788161492,200,small,9358.6,9344.2
1788161492,200,small,5461.7,5435.1
1788161493,200,small,8145.0,8133.3
1788161493,200,small,9153.8,9140.5
1788161493,200,small,8503.8,8494.9
1788161493,200,small,5337.7,5328.7
1788161493,200,small,9514.2,9504.4
1788161495,200,small,4458.5,4446.8
1788161496,200,small,6167.4,6164.3
1788161497,200,small,6215.2,6203.9
1788161497,200,small,8887.7,8884.2
1788161497,200,small,9680.3,9676.3
1788161497,200,small,12502.5,12494.1
1788161498,200,small,8701.6,8698.5
1788161498,200,small,8332.6,8324.7
1788161498,200,small,9876.2,9867.1
1788161498,200,small,9184.9,9179.7
1788161498,200,small,5955.2,5934.2
1788161499,200,small,5610.6,5591.2
1788161502,200,small,7573.9,7568.1
1788161502,200,small,9374.6,9365.2
1788161502,200,small,13791.9,13782.7
1788161503,200,small,8331.0,8326.3
1788161503,200,small,5851.6,5842.7
1788161503,200,small,9441.6,9437.3
1788161503,200,small,6149.9,6146.9
1788161503,200,small,10032.6,10024.2
1788161503,200,small,10072.0,10063.0
1788161504,200,small,5130.5,5121.5
1788161504,200,small,5269.1,5264.9
1788161505,200,small,4333.5,4330.4
1788161507,200,small,9259.4,9251.7
1788161507,200,small,14287.3,14281.5
1788161507,200,small,7644.9,7632.5
1788161508,200,small,8576.0,8569.0
1788161508,200,small,9010.9,9005.4
1788161509,200,small,9874.5,9867.3
1788161509,200,small,9846.9,9842.9
1788161509,200,small,5455.9,5447.0
1788161510,200,small,5222.7,5212.7
1788161510,200,small,5137.9,5134.9
1788161510,200,small,5213.7,5210.5
1788161511,200,small,4799.3,4791.6
1788161512,200,small,9013.3,9003.3
1788161512,200,small,13509.3,13500.8
1788161513,200,small,9098.4,9089.7
1788161513,200,small,9188.8,9182.2
1788161513,200,small,7034.8,7020.3
1788161514,200,small,9142.9,9132.6
1788161514,200,small,8866.7,8863.7
1788161514,200,small,5931.4,5920.7
1788161516,200,small,5031.8,5028.2
1788161517,200,small,5237.6,5234.2
1788161517,200,small,4923.7,4919.2
1788161517,200,small,5167.3,5159.5
1788161518,200,small,9702.7,9697.9
1788161518,200,small,13479.9,13471.3
1788161518,200,small,8911.5,8905.2
1788161518,200,small,8161.6,8148.8
1788161518,200,small,7402.3,7391.8
1788161519,200,small,8662.1,8659.1
1788161519,200,small,9067.3,9061.4
1788161520,200,small,5836.3,5824.1
1788161523,200,small,9220.3,9208.4
1788161523,200,small,9643.8,9632.2
1788161524,200,small,8251.7,8239.2
1788161524,200,small,5942.1,5939.4
1788161524,200,small,5917.0,5913.9
1788161524,200,small,16009.1,16005.2
1788161524,200,small,10428.8,10422.2
1788161524,200,small,5883.8,5880.9
1788161524,200,small,5791.6,5782.9
1788161525,200,small,9357.0,9352.4
1788161525,200,small,10040.2,10031.4
1788161525,200,small,6074.4,6070.8
1788161528,200,small,9064.9,9054.3
1788161528,200,small,9426.7,9422.0
1788161529,200,small,7582.2,7572.8
1788161529,200,small,11319.1,11313.6
1788161529,200,small,15236.0,15231.3
1788161530,200,small,9626.8,9617.6
1788161530,200,small,10203.6,10187.8
1788161530,200,small,5469.1,5465.9
1788161531,200,small,5752.6,5743.6
1788161531,200,small,5288.7,5284.9
1788161531,200,small,5189.7,5179.1
1788161531,200,small,5512.4,5503.2
1788161533,200,small,8868.1,8859.6
1788161533,200,small,9405.6,9397.3
1788161534,200,small,8353.6,8346.6
1788161534,200,small,9056.0,9045.7
1788161534,200,small,16178.6,16170.3
1788161535,200,small,8795.1,8787.7
1788161535,200,small,8822.0,8811.6
1788161536,200,small,6282.2,6276.2
1788161538,200,small,5446.7,5441.3
1788161538,200,small,5391.8,5389.2
1788161538,200,small,5065.1,5061.1
1788161538,200,small,8201.7,8196.0
1788161538,200,small,8588.1,8584.4
1788161538,200,small,5042.5,5031.3
1788161540,200,small,9641.8,9639.1
1788161540,200,small,13689.2,13681.4
1788161540,200,small,7651.3,7636.4
1788161540,200,small,8700.2,8688.0
1788161540,200,small,9100.0,9096.6
1788161541,200,small,6528.3,6516.4
1788161543,200,small,8200.0,8191.8
1788161543,200,small,9190.1,9184.8
1788161544,200,small,4633.0,4629.8
1788161544,200,small,5204.9,5201.4
1788161545,200,small,4538.7,4533.8
1788161545,200,small,9535.2,9525.8
1788161545,200,small,14166.7,14162.8
1788161545,200,small,5152.0,5146.3
1788161545,200,small,7717.4,7713.5
1788161546,200,small,8908.0,8897.5
1788161546,200,small,8848.0,8824.7
1788161547,200,small,6000.4,5989.7
1788161548,200,small,8790.1,8783.9
1788161548,200,small,9649.9,9640.6
1788161549,200,small,4143.6,4140.4
1788161550,200,small,9798.0,9789.1
1788161550,200,small,14445.2,14442.3
1788161550,200,small,7725.6,7715.3
1788161551,200,small,8530.6,8518.6
1788161551,200,small,9266.7,9258.8
1788161551,200,small,4379.7,4352.0
1788161551,200,small,5054.3,5045.8
1788161552,200,small,5041.4,5038.3
1788161552,200,small,5390.7,5360.2
1788161553,200,small,8142.4,8132.1
1788161553,200,small,8811.3,8805.6
1788161555,200,small,4246.1,4229.7
1788161555,200,small,9352.9,9350.1
1788161555,200,small,13818.8,13811.5
1788161555,200,small,7274.5,7272.0
1788161556,200,small,8759.2,8752.2
1788161556,200,small,9049.6,9040.4
1788161557,200,small,4801.5,4797.9
1788161557,200,small,4298.4,4289.7
1788161557,200,small,5289.4,5284.5
1788161558,200,small,4784.4,4779.6
1788161559,200,small,8466.7,8456.1
1788161559,200,small,9240.3,9235.6
1788161560,200,small,9532.7,9527.6
1788161560,200,small,13762.1,13754.9
1788161561,200,small,6958.3,6947.6
1788161561,200,small,4226.3,4219.4
1788161561,200,small,9102.4,9088.9
1788161561,200,small,9774.6,9765.0
1788161563,200,small,6448.2,6433.1
1788161563,200,small,4852.7,4850.0
1788161563,200,small,4706.6,4694.7
1788161564,200,small,9185.4,9174.4
1788161564,200,small,8547.8,8537.7
1788161564,200,small,4823.4,4810.4
1788161565,200,small,9288.9,9280.0
1788161565,200,small,14528.1,14513.8
1788161566,200,small,7233.8,7223.1
1788161566,200,small,4605.8,4601.0
1788161566,200,small,8581.3,8574.4
1788161566,200,small,9610.5,9602.9
1788161568,200,small,5693.9,5684.3
1788161569,200,small,8500.5,8494.2
1788161569,200,small,9372.8,9362.8
1788161569,200,small,4685.5,4678.7
1788161570,200,small,5237.9,5218.7
1788161570,200,small,5142.2,5129.0
1788161571,200,small,9650.2,9640.7
1788161571,200,small,14166.0,14157.4
1788161571,200,small,6880.3,6873.6
1788161572,200,small,8513.3,8510.3
1788161572,200,small,9779.1,9770.0
1788161572,200,small,4704.3,4700.0
1788161573,200,small,6653.2,6646.5
1788161574,200,small,8538.1,8529.1
1788161574,200,small,9270.5,9265.6
1788161575,200,small,4758.5,4740.9
1788161575,200,small,4708.2,4705.5
1788161576,200,small,9382.5,9378.4
1788161576,200,small,13976.8,13968.7
1788161577,200,small,7174.7,7166.7
1788161577,200,small,5026.1,4999.5
1788161577,200,small,8512.4,8502.2
1788161577,200,small,9138.7,9131.3
1788161577,200,small,4197.6,4193.5
1788161579,200,small,6179.9,6173.0
1788161579,200,small,8514.4,8505.1
1788161579,200,small,8965.4,8955.9
1788161581,200,small,4898.1,4893.0
1788161581,200,small,10029.7,10017.5
1788161581,200,small,14480.0,14473.1
1788161582,200,small,4853.8,4850.3
1788161582,200,small,7552.6,7541.7
1788161583,200,small,10693.6,10685.5
1788161583,200,small,10927.5,10920.9
1788161583,200,small,4741.6,4738.4
1788161583,200,small,5843.7,5828.0
1788161584,200,small,6482.1,6476.3
1788161584,200,small,8661.3,8652.2
1788161584,200,small,8574.1,8568.1
1788161586,200,small,4810.6,4801.0
1788161587,200,small,10803.4,10793.5
1788161587,200,small,15230.9,15220.4
1788161587,200,small,8018.0,8009.0
1788161588,200,small,10102.8,10095.0
1788161588,200,small,10364.9,10355.2
1788161589,200,small,8787.7,8782.4
1788161589,200,small,9186.6,9174.2
1788161589,200,small,5350.8,5340.9
1788161589,200,small,4327.4,4307.9
1788161589,200,small,5647.2,5643.3
1788161590,200,small,5738.9,5732.8
1788161592,200,small,9506.7,9495.1
1788161592,200,small,15585.4,15574.0
1788161592,200,small,7916.5,7908.0
1788161593,200,small,4305.6,4293.1
1788161594,200,small,9122.6,9117.7
1788161594,200,small,9276.5,9272.3
1788161594,200,small,8157.0,8153.8
1788161594,200,small,8924.2,8915.0
1788161595,200,small,5766.0,5758.1
1788161596,200,small,4610.2,4598.6
1788161596,200,small,5125.9,5121.9
1788161596,200,small,5022.5,5017.1
1788161597,200,small,9270.7,9266.5
1788161597,200,small,14090.9,14083.2
1788161598,200,small,7909.7,7906.4
1788161599,200,small,4768.1,4755.2
1788161599,200,small,8604.4,8600.4
1788161599,200,small,9315.0,9311.6
1788161599,200,small,9549.7,9545.0
1788161599,200,small,9504.4,9496.3
1788161600,200,small,6407.2,6393.1
1788161602,200,small,4859.9,4856.0
1788161602,200,small,5043.0,5023.1
1788161602,200,small,4826.6,4818.9
1788161602,200,small,8966.8,8959.4
1788161602,200,small,14000.0,13989.8
1788161603,200,small,8184.6,8176.5
1788161604,200,small,8414.4,8405.2
1788161604,200,small,8610.2,8597.9
1788161604,200,small,4793.4,4780.0
1788161604,200,small,8802.4,8795.7
1788161604,200,small,8895.6,8886.6
1788161605,200,small,6509.0,6497.2
1788161608,200,small,9512.0,9504.9
1788161608,200,small,13470.8,13465.0
1788161608,200,small,4947.1,4944.1
1788161608,200,small,4759.6,4740.4
1788161609,200,small,4912.2,4899.5
1788161609,200,small,7695.1,7689.5
1788161609,200,small,8461.4,8457.8
1788161609,200,small,9318.2,9312.2
1788161609,200,small,8445.0,8436.4
1788161609,200,small,8646.3,8640.9
1788161610,200,small,5010.7,4999.0
1788161611,200,small,6621.0,6613.8
1788161613,200,small,9486.2,9477.9
1788161613,200,small,13819.9,13803.7
1788161614,200,small,5124.1,5121.3
1788161614,200,small,7678.3,7670.2
1788161614,200,small,4856.5,4853.4
1788161614,200,small,8910.2,8906.7
1788161614,200,small,9530.4,9523.7
1788161614,200,small,8749.5,8737.3
1788161614,200,small,8881.0,8875.3
1788161615,200,small,4742.0,4729.7
1788161615,200,small,4411.3,4400.9
1788161616,200,small,6742.9,6739.6
1788161618,200,small,14646.1,14637.1
1788161618,200,small,9463.6,9456.8
1788161619,200,small,6916.4,6904.7
1788161620,200,small,8706.7,8698.5
1788161620,200,small,8607.1,8597.7
1788161620,200,small,8861.3,8852.5
1788161620,200,small,9363.7,9358.1
1788161620,200,small,4520.8,4517.0
1788161621,200,small,4473.5,4465.1
1788161621,200,small,5359.6,5343.7
1788161621,200,small,5277.9,5271.9
1788161621,200,small,5433.4,5428.9
1788161623,200,small,9173.7,9169.8
1788161623,200,small,14134.5,14132.0
1788161625,200,small,8125.1,8118.9
1788161625,200,small,8176.2,8169.2
1788161625,200,small,9068.0,9059.8
1788161625,200,small,9902.1,9897.2
1788161625,200,small,9547.8,9542.9
1788161626,200,small,4847.8,4840.8
1788161626,200,small,4704.5,4693.2
1788161627,200,small,6268.2,6259.1
1788161627,200,small,5185.2,5182.6
1788161628,200,small,5079.0,5068.3
1788161628,200,small,9746.1,9740.3
1788161628,200,small,14106.4,14103.4
1788161630,200,small,8698.9,8695.4
1788161630,200,small,8792.0,8782.5
1788161630,200,small,8049.9,8043.8
1788161630,200,small,8580.9,8570.5
1788161630,200,small,9247.2,9235.9
1788161631,200,small,4719.1,4701.6
1788161632,200,small,5931.9,5925.6
1788161632,200,small,4681.0,4671.4
1788161633,200,small,9615.1,9612.0
1788161633,200,small,14263.6,14252.2
1788161634,200,small,5034.9,5018.8
1788161634,200,small,4984.2,4974.4
1788161635,200,small,9089.6,9081.8
1788161635,200,small,9540.8,9535.4
1788161635,200,small,6595.5,6591.9
1788161635,200,small,8910.9,8904.4
1788161635,200,small,9415.8,9412.4
1788161637,200,small,5674.3,5669.5
1788161638,200,small,4763.1,4760.1
1788161639,200,small,9399.9,9391.9
