Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,77,0,33000.0,35629.584024987016,5174.853364999763,69536.3687109998,1101.4025974025974,0.2143331129721221,0.0,33000,42000,44000,47000,60000,62000,69000,70000,70000,70000,70000
,Aggregated,77,0,33000.0,35629.584024987016,5174.853364999763,69536.3687109998,1101.4025974025974,0.2143331129721221,0.0,33000,42000,44000,47000,60000,62000,69000,70000,70000,70000,70000
