1787425405 llm-proxy-857bf6d79d-c9h2m   1715m   919Mi    
1787425405 llm-proxy-857bf6d79d-fcpf2   1916m   1549Mi   
1787425405 llm-proxy-857bf6d79d-hz7k2   1913m   853Mi    
1787425405 llm-proxy-857bf6d79d-jlz5f   1798m   1566Mi   
1787425477 llm-proxy-857bf6d79d-c9h2m   1758m   1071Mi   
1787425477 llm-proxy-857bf6d79d-fcpf2   1921m   1581Mi   
1787425477 llm-proxy-857bf6d79d-hz7k2   1447m   1111Mi   
1787425477 llm-proxy-857bf6d79d-jlz5f   1906m   1643Mi   
1787425550 llm-proxy-857bf6d79d-c9h2m   1909m   1187Mi   
1787425550 llm-proxy-857bf6d79d-fcpf2   1901m   1962Mi   
1787425550 llm-proxy-857bf6d79d-hz7k2   1825m   1245Mi   
1787425550 llm-proxy-857bf6d79d-jlz5f   1906m   1804Mi   
