ts,status,size,total_ms,upstream_ms
1787425425,200,small,3298.8,3291.6
1787425427,200,small,5160.0,5154.0
1787425427,200,small,6278.4,6267.4
1787425431,200,small,9860.4,9851.7
1787425432,200,small,9106.3,9085.9
1787425433,200,small,10403.8,10392.8
1787425436,200,small,15002.8,14995.2
1787425437,200,small,14084.4,14064.5
1787425440,200,medium,12695.7,12691.7
1787425442,200,medium,20064.6,20058.2
1787425445,200,small,3364.0,3360.8
1787425445,200,medium,16135.4,16124.3
1787425450,200,small,3278.7,3275.7
1787425454,200,small,3210.5,3207.5
1787425458,200,medium,35475.8,35461.5
1787425462,200,medium,38485.8,38461.4
1787425463,200,small,39583.4,39570.5
1787425466,200,medium,32840.1,32831.9
1787425467,200,small,42529.5,42520.7
1787425467,200,large,46002.7,45992.9
1787425469,200,large,47936.0,47922.4
1787425473,200,small,5138.9,5133.0
1787425484,200,medium,59817.5,59805.3
1787425486,200,large,29926.2,29923.2
1787425486,200,medium,40407.5,40400.2
1787425488,200,large,64577.6,64555.3
1787425488,200,medium,63580.5,63572.8
1787425489,200,small,51610.9,51597.4
1787425489,200,medium,56267.3,56258.7
1787425491,200,small,3343.5,3340.6
1787425494,200,small,69591.8,69564.9
1787425494,200,small,30285.6,30281.5
1787425494,200,small,35129.9,35117.8
1787425495,200,small,71017.4,70989.5
1787425500,200,small,15560.6,15548.0
1787425501,200,small,30441.7,30431.7
1787425515,200,medium,87111.8,87106.0
1787425515,200,large,46857.2,46844.5
1787425517,200,large,25727.4,25724.3
1787425520,200,small,81975.6,81966.8
1787425522,200,medium,32161.8,32153.4
1787425522,200,small,3173.2,3170.3
1787425530,200,large,56166.6,56154.4
1787425536,200,small,18779.7,18772.9
1787425536,200,large,101479.8,101473.4
1787425538,200,medium,95110.5,95099.0
1787425541,200,small,77520.9,77510.4
