1787956903 llm-proxy-exp6   Deployment/llm-proxy   cpu: <unknown>/60%   1     6     1     3m42s
1787956971 llm-proxy-exp6   Deployment/llm-proxy   cpu: 101%/60%   1     6     1     4m54s
1787957043 llm-proxy-exp6   Deployment/llm-proxy   cpu: 106%/60%   1     6     2     6m5s
1787957114 llm-proxy-exp6   Deployment/llm-proxy   cpu: 68%/60%   1     6     4     7m16s
1787957185 llm-proxy-exp6   Deployment/llm-proxy   cpu: 49%/60%   1     6     4     8m25s
1787957254 llm-proxy-exp6   Deployment/llm-proxy   cpu: 53%/60%   1     6     4     9m34s
1787957323 llm-proxy-exp6   Deployment/llm-proxy   cpu: 53%/60%   1     6     4     10m
1787957394 llm-proxy-exp6   Deployment/llm-proxy   cpu: 106%/60%   1     6     6     11m
1787957465 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     13m
1787957535 llm-proxy-exp6   Deployment/llm-proxy   cpu: 61%/60%   1     6     6     14m
1787957606 llm-proxy-exp6   Deployment/llm-proxy   cpu: 65%/60%   1     6     6     15m
1787957676 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     16m
1787957746 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     17m
1787957826 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     19m
1787957896 llm-proxy-exp6   Deployment/llm-proxy   cpu: 63%/60%   1     6     6     20m
1787957973 llm-proxy-exp6   Deployment/llm-proxy   cpu: 69%/60%   1     6     6     21m
1787958043 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     23m
1787958132 llm-proxy-exp6   Deployment/llm-proxy   cpu: 68%/60%   1     6     6     24m
1787958204 llm-proxy-exp6   Deployment/llm-proxy   cpu: 63%/60%   1     6     6     25m
1787958275 llm-proxy-exp6   Deployment/llm-proxy   cpu: 68%/60%   1     6     6     26m
1787958347 llm-proxy-exp6   Deployment/llm-proxy   cpu: 43%/60%   1     6     6     27m
1787958420 llm-proxy-exp6   Deployment/llm-proxy   cpu: 37%/60%   1     6     6     29m
1787958491 llm-proxy-exp6   Deployment/llm-proxy   cpu: 34%/60%   1     6     6     30m
1787958562 llm-proxy-exp6   Deployment/llm-proxy   cpu: 35%/60%   1     6     6     31m
1787958634 llm-proxy-exp6   Deployment/llm-proxy   cpu: 33%/60%   1     6     6     32m
1787958706 llm-proxy-exp6   Deployment/llm-proxy   cpu: 106%/60%   1     6     6     33m
1787958776 llm-proxy-exp6   Deployment/llm-proxy   cpu: 48%/60%   1     6     6     34m
1787958846 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     6     36m
1787958916 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     6     37m
1787958987 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     6     38m
1787959057 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     6     39m
1787959128 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     1     40m
1787959198 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     1     41m
