ts,status,size,total_ms,upstream_ms
1787474755,200,small,8417.6,8405.1
1787474756,200,small,6491.8,6484.0
1787474756,200,small,8580.8,8568.7
1787474762,200,small,12535.4,12522.3
1787474767,200,small,17329.9,17307.0
1787474768,200,medium,20785.2,20777.7
1787474772,200,medium,24621.4,24615.6
1787474774,200,medium,26554.9,26544.8
1787474777,200,small,25539.8,25531.5
1787474777,200,medium,30639.2,30618.4
1787474779,200,medium,30796.0,30779.1
1787474779,200,small,28637.5,28622.7
1787474782,200,small,32896.9,32876.0
1787474782,200,medium,35207.0,35199.9
1787474782,200,small,29386.3,29370.3
1787474785,200,small,32695.0,32688.1
1787474787,200,small,36527.6,36516.7
1787474788,200,medium,38096.4,38086.0
1787474789,200,medium,40528.8,40506.2
1787474790,200,small,34939.4,34929.6
1787474791,200,medium,39712.3,39699.5
1787474792,200,medium,41452.1,41445.5
1787474793,200,small,40828.7,40812.4
1787474794,200,small,39244.3,39235.8
1787474794,200,small,47295.7,47283.9
1787474796,200,small,43827.8,43815.6
1787474797,200,small,43312.1,43307.0
1787474799,200,small,22873.7,22864.2
1787474799,200,small,51416.9,51407.8
1787474802,200,small,47181.5,47170.6
1787474805,200,small,55787.9,55773.6
1787474805,200,small,56277.3,56261.2
1787474807,200,small,52101.4,52087.1
1787474809,200,medium,54918.7,54905.8
1787474810,200,medium,56870.9,56862.6
1787474811,200,medium,41758.3,41753.4
1787474813,200,small,54651.2,54642.6
1787474813,200,medium,59130.7,59118.6
1787474814,200,small,60117.5,60102.9
1787474815,200,small,60229.9,60217.0
1787474816,200,small,30429.6,30422.8
1787474818,200,small,62506.0,62491.9
1787474819,200,large,68472.3,68461.1
1787474819,200,medium,38181.5,38173.7
1787474820,200,small,64563.6,64545.0
1787474822,200,small,33559.0,33553.4
1787474825,200,small,41265.5,41260.5
1787474826,200,medium,75819.4,75804.6
1787474826,200,medium,73287.3,73277.6
1787474826,200,small,35503.4,35498.4
1787474827,200,small,43097.6,43091.1
1787474829,200,large,76449.3,76431.5
1787474831,200,small,77667.5,77659.6
1787474832,200,small,40723.2,40717.2
1787474832,200,large,83198.6,83190.3
1787474837,200,large,84757.0,84745.5
1787474837,200,small,43627.6,43615.8
1787474839,200,medium,85775.4,85763.4
1787474842,200,small,83417.4,83412.2
1787474842,200,small,30539.1,30533.0
1787474843,200,medium,48282.3,48272.2
1787474844,200,small,48235.9,48227.2
1787474845,200,medium,57270.3,57265.0
1787474847,200,medium,46468.8,46459.4
1787474847,200,small,67038.6,67026.0
1787474847,200,small,33207.2,33192.8
1787474849,200,medium,79937.7,79932.2
1787474852,200,medium,95818.9,95812.8
1787474852,200,small,60320.6,60315.5
1787474852,200,medium,95063.1,95053.0
1787474853,200,small,79868.9,79857.0
1787474855,200,large,91113.6,91105.2
1787474857,200,small,50989.4,50986.4
1787474857,200,small,60871.1,60867.8
1787474859,200,large,102858.1,102848.6
1787474861,200,large,104937.4,104931.9
1787474863,200,medium,51485.6,51474.5
1787474865,200,medium,49314.1,49306.3
1787474866,200,medium,65372.6,65368.4
1787474867,200,medium,49464.6,49449.0
