Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/generate,64,35,72000.0,97716.54858853116,6.608902999687416,300037.1279020001,565.90625,0.1826672531116955,0.09989615404545847,74000,92000,115000,165000,300000,300000,300000,300000,300000,300000,300000
,Aggregated,64,35,72000.0,97716.54858853116,6.608902999687416,300037.1279020001,565.90625,0.1826672531116955,0.09989615404545847,74000,92000,115000,165000,300000,300000,300000,300000,300000,300000,300000
